als;fr;de;en;cat;gen;pluriel;petit;compar;present_1_personne;present_2_personne;present_3_personne;present_pluriel;part_passe;aux;cond_pres_1_personne;cond_pres_2_personne;cond_pres_3_personne;cond_pres_pluriel
Bìldschìrm;écran;Bildschirm;screen;nom;m;Bìldschìrm;;;;;;;;;;;;
Bìra;poire;Birne;pear;nom;f;Bìra;;;;;;;;;;;;
Büe;garçon;Junge;boy;nom;m;Büewa;Biawla;;;;;;;;;;;
Büech;livre;Buch;book;nom;n;Biacher;Biachla;;;;;;;;;;;
Büecha;hêtre;Buche;beech;nom;f;Büecha;;;;;;;;;;;;
Büechhàlter;comptable;Buchhalter;accountant;nom;m;Büechhàlter;;;;;;;;;;;;
Büechhàndlung;librairie;Bücherei;library;nom;f;Büechhàndlunga;;;;;;;;;;;;
Büechstàwa;lettre;Buchstabe;letter;nom;m;Büechstàwa;;;;;;;;;;;;
Büro;bureau;Büro;office;nom;n;Büro;;;;;;;;;;;;
Büüch;ventre;Bauch;belly;nom;m;Biich;Biichla;;;;;;;;;;;
Büüchweh;mal au ventre;Bauchweh;stomach ache;nom;n;Büüchweh;;;;;;;;;;;;
Büür;paysan;Bauer;farmer;nom;m;Büüra;;;;;;;;;;;;
Cabinet;cabinet;Toilette;toilet;nom;n;Cabinet;;;;;;;;;;;;
Camion;camion;LKW;truck;nom;m;Camion;;;;;;;;;;;;
Champignon;champignons;Pilze;mushrooms;nom;m;Champignon;;;;;;;;;;;;
Chance;opportunité;Möglichkeit;chance;nom;f;Chanca;;;;;;;;;;;;
Chef;chef;Chef;boss;nom;m;Chef;;;;;;;;;;;;
Chemie;chimie;Chemie;chemistry;nom;f;Chemie;;;;;;;;;;;;
Cimant;ciment;Zement;cement;nom;m;Cimant;;;;;;;;;;;;
Clübb;club;Club;club;nom;n;Clübb;;;;;;;;;;;;
Coiffeur;coiffeur;Frisör;hairdresser;nom;m;Coiffeur;;;;;;;;;;;;
Computer;ordinateur;Computer;computer;nom;m;Computer;;;;;;;;;;;;
Cousin;cousin;Cousin;cousin;nom;m;Cousin;;;;;;;;;;;;
Cànapé;canapé;Kanapee;canapé;nom;n;Cànapé;;;;;;;;;;;;
Cüssinn;cousine;Cousine;cousin;nom;n;Cüssinn;Cüssinnla;;;;;;;;;;;
Dankmol;monument;Denkmal;monument;nom;n;Dankmoler;;;;;;;;;;;;
Dauphin;dauphin;Delfin;dolphin;nom;m;Dauphin;;;;;;;;;;;;
Decka;couverture;Decke;blanket;nom;f;Decka;;;;;;;;;;;;
Deckel;couvercle;Deckel;lid;nom;m;Deckel;Deckala;;;;;;;;;;;
Demokràtie;démocratie;Demokratie;democracy;nom;f;Demokràtie;;;;;;;;;;;;
Dessert;dessert;Dessert;dessert;nom;n;Dessert;;;;;;;;;;;;
Dezamber;décembre;Dezember;December;nom;m;;;;;;;;;;;;;
Diab;voleur;Dieb;thief;nom;m;Diab;;;;;;;;;;;;
Dialekt;dialecte;Dialekt;dialect;nom;m;Dialekta;;;;;;;;;;;;
Dianer;serviteur;Diener;servant;nom;m;Dianer;;;;;;;;;;;;
Dianscht;service;Dienstleistung;service;nom;m;Diänscht;;;;;;;;;;;;
Diesel;diesel;Diesel;diesel;nom;m;;;;;;;;;;;;;
Diktàtor;dictateur;Diktator;dictator;nom;m;Diktàtora;;;;;;;;;;;;
Diplomàt;diplomate;Diplomat;diplomat;nom;m;Diplomàta;;;;;;;;;;;;
Dirakter;directeur;Direktor;director;nom;m;Dirakter;;;;;;;;;;;;
Diskriminiarung;discrimination;Diskriminierung;discrimination;nom;f;Diskriminiarunga;;;;;;;;;;;;
Diskussion;discussion;Diskussion;discussion;nom;f;Diskussiona;;;;;;;;;;;;
Dissi;gars;Kerl;guy;nom;m;Dissi;;;;;;;;;;;;
Dissidànt;dissident;Dissident;dissident;nom;m;Dissidànta;;;;;;;;;;;;
Doba;patte;Pfote;paw;nom;m;Doba;Deebla;;;;;;;;;;;
Doddel;idiot;Idiot;fool;nom;m;Doddel;Doddala;;;;;;;;;;;
Dokter;médecin;Arzt;doctor;nom;m;Dokter;;;;;;;;;;;;
Dokumant;document;Dokument;document;nom;m;Dokumanta;;;;;;;;;;;;
Dollar;dollar;Dollar;dollar;nom;m;Dollar;;;;;;;;;;;;
Dorf;village;Dorf;village;nom;n;Därfer;Därfla;;;;;;;;;;;
Dorn;épine;Dorn;thorn;nom;m;Dìrn;Dìrnla;;;;;;;;;;;
Drack;saleté;Schmutz;dirt;nom;m;Dräck;;;;;;;;;;;;
Drackeimer;poubelle;Mülleimer;dustbin;nom;m;Drackeimer;;;;;;;;;;;;
Drog;drogue;Drogen;drug;nom;f;Droga;;;;;;;;;;;;
Droht;fil;Draht;wire;nom;n;Droht;;;;;;;;;;;;
Druck;pression;Druck;pressure;nom;m;Drìck;;;;;;;;;;;;
Drèieck;triangle;Dreieck;triangle;nom;n;Drèiecka;;;;;;;;;;;;
Drìttel;tiers;Drittel;third;nom;m;Drìttel;;;;;;;;;;;;
Dunner;tonnerre;Donner;thunder;nom;m;Dunner;;;;;;;;;;;;
Dunnschtig;jeudi;Donnerstag;Thursday;nom;m;Dunnschtig;;;;;;;;;;;;
Dunscht;brume;Dunst;haze;nom;m;Dunschta;;;;;;;;;;;;
Durschnìtt;moyenne;Durchschnitt;average;nom;m;Durschnìtt;;;;;;;;;;;;
Durscht;soif;Durst;thirst;nom;m;;;;;;;;;;;;;
Duscha;douche;Dusche;shower;nom;f;Duscha;;;;;;;;;;;;
Dàch;toit;Dach;roof;nom;n;Dacher;Dachla;;;;;;;;;;;
Dàchstüehl;charpente;Dachstuhl;roof truss;nom;m;Dàchstiahl;;;;;;;;;;;;
Dàma;dame;Dame;lady;nom;f;Dàma;Damala;;;;;;;;;;;
Dàmm;digue;Damm;dam;nom;m;Dàmma;;;;;;;;;;;;
Dàmpf;vapeur;Dampf;steam;nom;m;Dampfa;;;;;;;;;;;;
Dàrm;intestin;Darm;intestine;nom;m;Darm;;;;;;;;;;;;
Dàtabànk;base de données;Database;database;nom;f;Dàtabànka;;;;;;;;;;;;
Dàtei;fichier;Datei;file;nom;f;Dàtei;;;;;;;;;;;;
Dàtum;date;Datum;date;nom;n;Dàtuma;;;;;;;;;;;;
Dìchter;poète;Dichter;poet;nom;m;Dìchter;;;;;;;;;;;;
Dìckdàrm;gros intestin;Dickdarm;colon;nom;m;Dìckdarm;;;;;;;;;;;;
Dìll;aneth;Dill;dill;nom;m;Dìlla;;;;;;;;;;;;
Dìng;chose;Ding;thing;nom;n;Dìnger;;;;;;;;;;;;
Dìttla;seins;Brust;breasts;nom;n;Dìttla;;;;;;;;;;;;
Düdelsàck;cornemuse;Dudelsack;bagpipe;nom;m;Dudelsäck;;;;;;;;;;;;
Düüma;pouce;Daumen;thumb;nom;m;Düüma;;;;;;;;;;;;
E-Briaf;courriel;E-Mail;e-mail;nom;m;E-Briafa;;;;;;;;;;;;
Ecka;coin;Ecke;corner;nom;m;Ecka;Eckala;;;;;;;;;;;
Edelmetàl;métal précieux;Edelmetall;precious metal;nom;m;Edelmetàl;;;;;;;;;;;;
Edelstei;pierre précieuse;Edelstein;precious stones;nom;m;Edelstei;;;;;;;;;;;;
Eel;huile;Öl;oil;nom;n;Eel;;;;;;;;;;;;
Ehra;honneur;Ehre;honour;nom;;Ehra;;;;;;;;;;;;
Ei;oeuf;Ei;egg;nom;n;Eier;Eiala;;;;;;;;;;;
Eicha;chêne;Eiche;oak;nom;f;Eicha;;;;;;;;;;;;
Eichhärnla;écureuil;Eichhörnchen;squirrel;nom;n;Eichhärnla;;;;;;;;;;;;
Eidechsla;lézard;Eidechse;lizard;nom;n;Eidechsla;;;;;;;;;;;;
Eimer;seau;Eimer;bucket;nom;m;Eimer;Eimerla;;;;;;;;;;;
Elefànt;éléphant;Elefant;elephant;nom;m;Elefànta;;;;;;;;;;;;
Ellaboga;coude;Ellenbogen;elbow;nom;m;Ellaboga;;;;;;;;;;;;
Eltra;parents;Eltern;parents;nom;p;Eltra;;;;;;;;;;;;
Emir;émir;Emir;emir;nom;;;;;;;;;;;;;;
Energie;énergie;Energie;energy;nom;f;Energie;;;;;;;;;;;;
Entscheidung;décision;Entscheidung;decision;nom;f;;;;;;;;;;;;;
Entwìcklung;développement;Entwicklung;development;nom;f;Entwìcklunga;;;;;;;;;;;;
Entzìndung;inflammation;Entzündung;inflammation;nom;f;Entzìndunga;;;;;;;;;;;;
Erbgüet;patrimoine;Erbgut;heritage;nom;n;Erbgiater;;;;;;;;;;;;
Ereignis;événement;Ereignis;event;nom;n;Ereignissa;;;;;;;;;;;;
Erfolg;succès;Erfolg;success;nom;m;Erfolga;;;;;;;;;;;;
Erfàhrung;l'expérience;Erfahrung;experience;nom;f;Erfàhrunga;;;;;;;;;;;;
Erfìndung;invention;Erfindung;invention;nom;;Erfìndunga;;;;;;;;;;;;
Erklärung;explication;Erklärung;explanation;nom;f;Erklärunga;;;;;;;;;;;;
Erlabnis;expérience;Erlebnis;experience;nom;n;Erlabnissa;;;;;;;;;;;;
Erlàuibniss;permission;Erlaubnis;permission;nom;f;Erlàuibnissa;;;;;;;;;;;;
Ernàhrung;nutrition;Ernährung;nutrition;nom;f;Ernàhrunga;;;;;;;;;;;;
Ersàtz;remplacement;Ersatz;replacement;nom;m;Ersatz;;;;;;;;;;;;
Erwa;héritage;Erbe;heritage;nom;n;Erwa;;;;;;;;;;;;
Erziahung;éducation;Erziehung;education;nom;f;Erziahunga;;;;;;;;;;;;
Escha;frêne;Esche;ash;nom;f;Escha;;;;;;;;;;;;
Esel;âne;Esel;donkey;nom;m;Esel;Esala;;;;;;;;;;;
Essig;vinaigre;Essig;vinegar;nom;m;Essig;;;;;;;;;;;;
Euila;chouette;Eule;owl;nom;f;Euila;;;;;;;;;;;;
Euro;Euro;Euro;Euro;nom;m;Euro;;;;;;;;;;;;
Ewena;niveau;Ebene;level;nom;f;Ewena;;;;;;;;;;;;
Ewigkeit;éternité;Ewigkeit;eternity;nom;f;Ewigkeita;;;;;;;;;;;;
Expert;expert;Experte;expert;nom;m;Experta;;;;;;;;;;;;
Exàma;examen;Examen;exam;nom;m;Exama;;;;;;;;;;;;
Fadra;plume;Feder;feather;nom;f;Fadra;;;;;;;;;;;;
Fahler;erreur;Fehler;error;nom;m;Fahler;;;;;;;;;;;;
Fald;champ;Feld;field;nom;n;Falder;;;;;;;;;;;;
Fan;fan;Fan;fan;nom;m;Fan;;;;;;;;;;;;
Fanschter;fenêtre;Fenster;window;nom;n;Fanschter;Fanschterla;;;;;;;;;;;
Farnglàs;jumelles;Fernglas;binoculars;nom;n;Farngleeser;;;;;;;;;;;;
Farsa;talon;Ferse;heel;nom;m;Farsa;;;;;;;;;;;;
Fascht;fête;Fest;party;nom;n;Faschter;;;;;;;;;;;;
Fatt;graisse;Fett;fat;nom;m;;;;;;;;;;;;;
Fattig;aile;Flügel;wing;nom;m;Fattig;Fattigla;;;;;;;;;;;
Feria;vacances;Ferien;holidays;nom;p;Feria;;;;;;;;;;;;
Feria;vacances;Urlaub;holidays;nom;p;Feria;;;;;;;;;;;;
Feschtung;forteresse;Festung;fortress;nom;f;Feschtunga;;;;;;;;;;;;
Fiawer;fièvre;Fieber;fever;nom;n;Fiawer;;;;;;;;;;;;
Figa;figue;Feige;fig;nom;f;Figa;;;;;;;;;;;;
Fiirtig;jour férié;Feiertag;holiday;nom;m;Fiirtig;;;;;;;;;;;;
Fiirwark;feux d'artifice;Feuerwerk;fireworks;nom;n;Fiirwarka;;;;;;;;;;;;
Film;film;Film;movie;nom;m;Film;;;;;;;;;;;;
Finànz;finance;Finanz;finance;nom;f;;;;;;;;;;;;;
Firma;entreprise;Firma;company;nom;f;Firma;;;;;;;;;;;;
Fladermüüs;chauve-souris;Fledermaus;bat;nom;f;Fladermiis;;;;;;;;;;;;
Flascha;bouteille;Flasche;bottle;nom;f;Flascha;Flaschla;;;;;;;;;;;
Fleeta;flûte;Flöte;flute;nom;f;Fleeta;;;;;;;;;;;;
Fleisch;viande;Fleisch;meat;nom;n;;;;;;;;;;;;;
Fliager;avion;Flugzeug;plane;nom;m;Fliager;;;;;;;;;;;;
Floh;puce;Floh;flea;nom;m;Fleeh;;;;;;;;;;;;
Flohmarkt;marché aux puces;Flohmarkt;flea market;nom;m;Flohmarkta;;;;;;;;;;;;
Floribüs;grand train de vie;Wohlstand;great lifestyle;nom;m;Floribüs;;;;;;;;;;;;
Flottri;gros insecte volant;Falter;large flying insect;nom;m;Flottri;;;;;;;;;;;;
Flughàfa;aéroport;Flughafen;airport;nom;m;Flughafa;;;;;;;;;;;;
Fluss;fleuve;Fluss;river;nom;m;Flìss;Flìssla;;;;;;;;;;;
Fluss;rivière;Fluss;river;nom;m;Flìss;Flìssla;;;;;;;;;;;
Flàchs;lin;Flachs;flax;nom;m;Flàchs;;;;;;;;;;;;
Flàda;tartine;Fladen;toast;nom;m;Flàda;Fladla;;;;;;;;;;;
Flàppa;claque;Schlag;slap;nom;f;Flàppa;;;;;;;;;;;;
Flächa;surface;Fläche;surface;nom;f;Flächa;;;;;;;;;;;;
Flìchtlìng;réfugiés;Flüchtling;refugee;nom;m;Flìchtlìnga;;;;;;;;;;;;
Flìgel;aile;Flügel;wing;nom;m;Flìgel;;;;;;;;;;;;
Flìnta;fusil de chasse;Flinte;shotgun;nom;f;Flìnta;;;;;;;;;;;;
Foralla;truite;Forelle;trout;nom;f;Foralla;;;;;;;;;;;;
Forscher;chercheur;Forscher;researcher;nom;m;Forscher;;;;;;;;;;;;
Forschung;recherche;Forschung;research;nom;f;Forschunga;;;;;;;;;;;;
Fortschrìtt;progrès;Fortschritt;progress;nom;m;Fortschrìtta;;;;;;;;;;;;
Fotoàppàràt;appareil photo;Fotoapparat;camera;nom;m;Fotoàppàrater;;;;;;;;;;;;
Fotzla;guenilles;Fetzen;rag;nom;n;Fotzla;;;;;;;;;;;;
Freid;joie;Freude;joy;nom;f;Freida;;;;;;;;;;;;
Friahjohr;printemps;Frühling;spring;nom;n;Friahjohr;;;;;;;;;;;;
Frittig;vendredi;Freitag;Friday;nom;m;Frittig;;;;;;;;;;;;
Frog;question;Frage;question;nom;f;Froga;;;;;;;;;;;;
Frosch;grenouille;Frosch;frog;nom;m;Fräscha;Fräschla;;;;;;;;;;;
Fràcht;fret;Fracht;freight;nom;f;Frachta;;;;;;;;;;;;
Fràui;femme;Frau;woman;nom;f;Fràuia;;;;;;;;;;;;
Frèiheit;liberté;Freiheit;freedom;nom;f;Frèiheita;;;;;;;;;;;;
Frìeda;paix;Frieden;peace;nom;m;Frìeda;;;;;;;;;;;;
Frìnd;ami;Freund;friend;nom;m;Frìnd;;;;;;;;;;;;
Frìndschàft;amitié;Freundschaft;friendship;nom;f;Frìndschàft;;;;;;;;;;;;
Fuchs;renard;Fuchs;fox;nom;m;Fuchs;Fuchsala;;;;;;;;;;;
Fàchwark;colombage;Fachwerk;half-timbering;nom;n;Fàchwarka;;;;;;;;;;;;
Fàda;fil;Faden;thread;nom;m;Fàda;Fadala;;;;;;;;;;;
Fàhna;drapeau;Fahn;flag;nom;m;Fahn;Fahnla;;;;;;;;;;;
Fàlka;faucon;Falke;falcon;nom;m;Fàlka;;;;;;;;;;;;
Fàll;cas;Fall;case;nom;m;Fall;;;;;;;;;;;;
Fàmìlia;famille;Familie;family;nom;f;Fàmìlia;;;;;;;;;;;;
Fàrb;couleur;Farbe;colour;nom;f;Fàrwa;;;;;;;;;;;;
Fàsanàcht;carnaval;Karneval;carnival;nom;f;;;;;;;;;;;;;
Fàss;tonneau;Fass;barrel;nom;n;Fass;Fassla;;;;;;;;;;;
Fàwrìk;usine;Fabrik;factory;nom;f;Fàwrìka;Fàwrìkla;;;;;;;;;;;
Fìnd;ennemi;Feind;enemy;nom;m;Fìnda;;;;;;;;;;;;
Fìnger;doigt;Finger;finger;nom;m;Fìnger;Fìngerla;;;;;;;;;;;
Fìsch;poisson;Fisch;fish;nom;m;Fìsch;Fìschla;;;;;;;;;;;
Föhn;sèche-cheveux;Föhn;hairdryer;nom;m;Föhn;;;;;;;;;;;;
Füeß;pied;Fuß;foot;nom;m;Fiaß;Fiaßla;;;;;;;;;;;
Füeßbàd;bain de pieds;Fußbad;foot bath;nom;n;Füeßbader;;;;;;;;;;;;
Füeßbàll;football;Fußball;football;nom;m;Füeßbàll;;;;;;;;;;;;
Gaalsucht;jaunisse;Gelbsucht;jaundice;nom;f;;;;;;;;;;;;;
Gald;argent;Geld;money;nom;n;;;;;;;;;;;;;
Galriawla;carotte;Möhre;carrot;nom;n;Galriawla;;;;;;;;;;;;
Gansahütt;chair de poule;Gänsehaut;gooseskin;nom;f;Gansahitt;;;;;;;;;;;;
Gartner;jardinier;Gärtner;gardener;nom;m;Gartner;;;;;;;;;;;;
Gebatt;prière;Gebet;prayer;nom;n;Gebott;;;;;;;;;;;;
Geburt;naissance;Geburt;birth;nom;;Geburta;;;;;;;;;;;;
Geburtstàg;anniversaire;Geburtstag;birthday;nom;m;Geburtstaga;;;;;;;;;;;;
Gebäi;bâtiment;Gebäude;building;nom;n;Gebäi;;;;;;;;;;;;
Gebìet;territoire;Gebiet;territory;nom;n;Gebìeta;;;;;;;;;;;;
Gedìcht;poème;Gedicht;poem;nom;n;Gedìchta;;;;;;;;;;;;
Gegateil;contraire;Gegenteil;contrary;nom;n;Gegateil;;;;;;;;;;;;
Gegend;région;Gegend;area;nom;f;Gegend;;;;;;;;;;;;
Geischt;esprit;Geist;mind;nom;m;Geischta;;;;;;;;;;;;
Geiß;chèvre;Ziege;goat;nom;f;Geißa;Geißala;;;;;;;;;;;
Geißakaas;fromage de chèvre;Ziegenkäse;goat's cheese;nom;m;Geißakaas;;;;;;;;;;;;
Gemälda;peinture;Gemälde;painting;nom;n;Gemälda;;;;;;;;;;;;
Gen;gène;Gen;gene;nom;n;Gena;;;;;;;;;;;;
Generàtion;génération;Generation;generation;nom;f;Generàtiona;;;;;;;;;;;;
Getränk;boisson;Getränk;beverage;nom;n;Getränka;;;;;;;;;;;;
Gewàlt;violence;Gewalt;violence;nom;f;Gewalta;;;;;;;;;;;;
Gfangnis;prison;Gefängnis;jail;nom;n;Gfangnissa;;;;;;;;;;;;
Gfohr;danger;Gefahr;danger;nom;f;Gfohra;;;;;;;;;;;;
Gheimnis;secret;Geheimnis;secret;nom;n;Gheimnissa;;;;;;;;;;;;
Giiga;violon;Geige;violin;nom;f;Giiga;;;;;;;;;;;;
Gitzhàls;pingre;Geizhals;tightwad;nom;m;Gitzhals;;;;;;;;;;;;
Gitàra;guitare;Gitarre;guitar;nom;f;Gitàra;;;;;;;;;;;;
Glander;rampe;Geländer;railing;nom;n;Glander;;;;;;;;;;;;
Glatscher;glacier;Gletscher;glacier;nom;m;Glatscher;;;;;;;;;;;;
Glocka;cloche;Glocke;bell;nom;f;Glocka;;;;;;;;;;;;
Glucker;bille;Murmel;marble;nom;m;Glìcker;;;;;;;;;;;;
Gluckser;hoquet;Schluckauf;hiccup;nom;m;;;;;;;;;;;;;
Glàs;verre;Glas;glass;nom;n;Gleeser;Gleesla;;;;;;;;;;;
Glìck;chance;Glück;luck;nom;n;Glìck;;;;;;;;;;;;
Glìckala;poussin;Küken;chick;nom;n;Glìckala;;;;;;;;;;;;
Gmein;commune;Gemeinde;municipality;nom;f;Gmeina;;;;;;;;;;;;
Gmeinschàft;communauté;Gemeinschaft;community;nom;f;Gmeinschàfta;;;;;;;;;;;;
Gmias;légume;Gemüse;vegetable;nom;n;;;;;;;;;;;;;
Goal;but;Tor;goal;nom;n;Goal;;;;;;;;;;;;
Goalmànn;gardien de but;Torwart;goalkeeper;nom;m;Goalmanner;;;;;;;;;;;;
Golf;golf;Golf;golf;nom;n;;;;;;;;;;;;;
Gott;dieu;Gott;god;nom;m;Gätter;;;;;;;;;;;;
Granza;frontière;Grenze;border;nom;f;Granza;;;;;;;;;;;;
Grat;arête;Grat;fish bone;nom;m;Grat;;;;;;;;;;;;
Greeßa;taille;Größe;size;nom;f;Greeßa;;;;;;;;;;;;
Großeltra;grand-parents;Großeltern;grandparents;nom;p;Großeltra;;;;;;;;;;;;
Großkìnd;petit-enfant;Enkelkind;grandchild;nom;n;Großkìnder;;;;;;;;;;;;
Großmüeter;grand-mère;Großmutter;grandmother;nom;f;Großmiater;;;;;;;;;;;;
Großvàter;grand-père;Großvater;grandfather;nom;m;Großvater;;;;;;;;;;;;
Grund;terre;Grund;ground;nom;m;Grìnda;;;;;;;;;;;;
Grupp;groupe;Gruppe;group;nom;m;Gruppa;;;;;;;;;;;;
Gràb;tombe;Grab;grave;nom;n;Greewer;;;;;;;;;;;;
Gràbstei;pierre tombale;Grabstein;gravestone;nom;m;Gràbstei;;;;;;;;;;;;
Gràmmàtik;grammaire;Grammatik;grammar;nom;f;Gràmmàtika;;;;;;;;;;;;
Gràs;herbe;Gras;grass;nom;n;Gràsa;Grasla;;;;;;;;;;;
Grìechalànd;Grèce;Griechenland;Greece;nom;n;;;;;;;;;;;;;
Grìmpel;bazar;Ramsch;junk;nom;m;Grìmpel;;;;;;;;;;;;
Grìmpelturnier;tournoi de foot pour rire;Fußballturnier ohne Zweck;football match without aim;nom;n;Grìmpelturniera;;;;;;;;;;;;
Grìtzer;allumette;Streichhölzchen;match;nom;n;Grìtzer;;;;;;;;;;;;
